PassengerNumber;Name;Destination;GateNum;Arrival;Departure
331;Passenger331;LON;1;22-03-2021 09:25:17;22-03-2021 09:25:27
332;Passenger332;LON;1;22-03-2021 09:25:17;22-03-2021 09:25:27
333;Passenger333;LON;1;22-03-2021 09:25:17;22-03-2021 09:25:27
334;Passenger334;LON;1;22-03-2021 09:25:17;22-03-2021 09:25:27
335;Passenger335;LON;1;22-03-2021 09:25:17;22-03-2021 09:25:27
336;Passenger336;LON;1;22-03-2021 09:25:17;22-03-2021 09:25:27
337;Passenger337;LON;1;22-03-2021 09:25:17;22-03-2021 09:25:27
338;Passenger338;LON;1;22-03-2021 09:25:17;22-03-2021 09:25:27
339;Passenger339;LON;1;22-03-2021 09:25:17;22-03-2021 09:25:27
340;Passenger340;LON;1;22-03-2021 09:25:17;22-03-2021 09:25:27
341;Passenger341;LON;1;22-03-2021 09:25:17;22-03-2021 09:25:27
342;Passenger342;LON;1;22-03-2021 09:25:17;22-03-2021 09:25:27
343;Passenger343;LON;1;22-03-2021 09:25:17;22-03-2021 09:25:27
344;Passenger344;LON;1;22-03-2021 09:25:17;22-03-2021 09:25:27
345;Passenger345;LON;1;22-03-2021 09:25:17;22-03-2021 09:25:27
346;Passenger346;LON;1;22-03-2021 09:25:17;22-03-2021 09:25:27
347;Passenger347;LON;1;22-03-2021 09:25:17;22-03-2021 09:25:27
348;Passenger348;LON;1;22-03-2021 09:25:17;22-03-2021 09:25:27
349;Passenger349;LON;1;22-03-2021 09:25:17;22-03-2021 09:25:27
350;Passenger350;LON;1;22-03-2021 09:25:17;22-03-2021 09:25:27
351;Passenger351;LON;1;22-03-2021 09:25:17;22-03-2021 09:25:27
352;Passenger352;STO;2;22-03-2021 09:25:17;22-03-2021 09:25:27
353;Passenger353;STO;2;22-03-2021 09:25:17;22-03-2021 09:25:27
354;Passenger354;STO;2;22-03-2021 09:25:17;22-03-2021 09:25:27
355;Passenger355;STO;2;22-03-2021 09:25:17;22-03-2021 09:25:27
356;Passenger356;STO;2;22-03-2021 09:25:17;22-03-2021 09:25:27
357;Passenger357;STO;2;22-03-2021 09:25:17;22-03-2021 09:25:27
358;Passenger358;STO;2;22-03-2021 09:25:17;22-03-2021 09:25:27
359;Passenger359;STO;2;22-03-2021 09:25:17;22-03-2021 09:25:27
360;Passenger360;STO;2;22-03-2021 09:25:17;22-03-2021 09:25:27
361;Passenger361;STO;2;22-03-2021 09:25:17;22-03-2021 09:25:27
362;Passenger362;STO;2;22-03-2021 09:25:17;22-03-2021 09:25:27
363;Passenger363;STO;2;22-03-2021 09:25:17;22-03-2021 09:25:27
364;Passenger364;STO;2;22-03-2021 09:25:17;22-03-2021 09:25:27
365;Passenger365;STO;2;22-03-2021 09:25:17;22-03-2021 09:25:27
366;Passenger366;STO;2;22-03-2021 09:25:17;22-03-2021 09:25:27
367;Passenger367;STO;2;22-03-2021 09:25:17;22-03-2021 09:25:27
368;Passenger368;STO;2;22-03-2021 09:25:17;22-03-2021 09:25:27
369;Passenger369;STO;2;22-03-2021 09:25:17;22-03-2021 09:25:27
370;Passenger370;STO;2;22-03-2021 09:25:17;22-03-2021 09:25:27
371;Passenger371;STO;2;22-03-2021 09:25:17;22-03-2021 09:25:27
372;Passenger372;STO;2;22-03-2021 09:25:17;22-03-2021 09:25:27
373;Passenger373;STO;2;22-03-2021 09:25:17;22-03-2021 09:25:27
374;Passenger374;CPH;3;22-03-2021 09:25:17;22-03-2021 09:25:27
375;Passenger375;CPH;3;22-03-2021 09:25:17;22-03-2021 09:25:27
376;Passenger376;CPH;3;22-03-2021 09:25:17;22-03-2021 09:25:27
377;Passenger377;CPH;3;22-03-2021 09:25:17;22-03-2021 09:25:27
378;Passenger378;CPH;3;22-03-2021 09:25:17;22-03-2021 09:25:27
379;Passenger379;CPH;3;22-03-2021 09:25:17;22-03-2021 09:25:27
380;Passenger380;CPH;3;22-03-2021 09:25:17;22-03-2021 09:25:27
381;Passenger381;CPH;3;22-03-2021 09:25:17;22-03-2021 09:25:27
382;Passenger382;CPH;3;22-03-2021 09:25:17;22-03-2021 09:25:27
383;Passenger383;CPH;3;22-03-2021 09:25:17;22-03-2021 09:25:27
384;Passenger384;CPH;3;22-03-2021 09:25:17;22-03-2021 09:25:27
385;Passenger385;CPH;3;22-03-2021 09:25:17;22-03-2021 09:25:27
386;Passenger386;CPH;3;22-03-2021 09:25:17;22-03-2021 09:25:27
387;Passenger387;CPH;3;22-03-2021 09:25:17;22-03-2021 09:25:27
388;Passenger388;CPH;3;22-03-2021 09:25:17;22-03-2021 09:25:27
389;Passenger389;CPH;3;22-03-2021 09:25:17;22-03-2021 09:25:27
390;Passenger390;CPH;3;22-03-2021 09:25:17;22-03-2021 09:25:27
391;Passenger391;CPH;3;22-03-2021 09:25:17;22-03-2021 09:25:27
392;Passenger392;CPH;3;22-03-2021 09:25:17;22-03-2021 09:25:27
393;Passenger393;CPH;3;22-03-2021 09:25:17;22-03-2021 09:25:27
394;Passenger394;CPH;3;22-03-2021 09:25:17;22-03-2021 09:25:27
395;Passenger395;CPH;3;22-03-2021 09:25:17;22-03-2021 09:25:27
396;Passenger396;LON;1;22-03-2021 09:25:27;22-03-2021 09:25:37
397;Passenger397;LON;1;22-03-2021 09:25:27;22-03-2021 09:25:37
398;Passenger398;LON;1;22-03-2021 09:25:27;22-03-2021 09:25:37
399;Passenger399;LON;1;22-03-2021 09:25:27;22-03-2021 09:25:37
400;Passenger400;LON;1;22-03-2021 09:25:27;22-03-2021 09:25:37
401;Passenger401;LON;1;22-03-2021 09:25:27;22-03-2021 09:25:37
402;Passenger402;LON;1;22-03-2021 09:25:27;22-03-2021 09:25:37
403;Passenger403;LON;1;22-03-2021 09:25:27;22-03-2021 09:25:37
404;Passenger404;LON;1;22-03-2021 09:25:27;22-03-2021 09:25:37
405;Passenger405;LON;1;22-03-2021 09:25:27;22-03-2021 09:25:37
406;Passenger406;LON;1;22-03-2021 09:25:27;22-03-2021 09:25:37
407;Passenger407;LON;1;22-03-2021 09:25:27;22-03-2021 09:25:37
408;Passenger408;LON;1;22-03-2021 09:25:27;22-03-2021 09:25:37
409;Passenger409;LON;1;22-03-2021 09:25:27;22-03-2021 09:25:37
410;Passenger410;LON;1;22-03-2021 09:25:27;22-03-2021 09:25:37
411;Passenger411;LON;1;22-03-2021 09:25:27;22-03-2021 09:25:37
412;Passenger412;LON;1;22-03-2021 09:25:27;22-03-2021 09:25:37
413;Passenger413;LON;1;22-03-2021 09:25:27;22-03-2021 09:25:37
414;Passenger414;LON;1;22-03-2021 09:25:27;22-03-2021 09:25:37
415;Passenger415;LON;1;22-03-2021 09:25:27;22-03-2021 09:25:37
416;Passenger416;LON;1;22-03-2021 09:25:27;22-03-2021 09:25:37
417;Passenger417;LON;1;22-03-2021 09:25:27;22-03-2021 09:25:37
418;Passenger418;STO;2;22-03-2021 09:25:27;22-03-2021 09:25:37
419;Passenger419;STO;2;22-03-2021 09:25:27;22-03-2021 09:25:37
420;Passenger420;STO;2;22-03-2021 09:25:27;22-03-2021 09:25:37
421;Passenger421;STO;2;22-03-2021 09:25:27;22-03-2021 09:25:37
422;Passenger422;STO;2;22-03-2021 09:25:27;22-03-2021 09:25:37
423;Passenger423;STO;2;22-03-2021 09:25:27;22-03-2021 09:25:37
424;Passenger424;STO;2;22-03-2021 09:25:27;22-03-2021 09:25:37
425;Passenger425;STO;2;22-03-2021 09:25:27;22-03-2021 09:25:37
426;Passenger426;STO;2;22-03-2021 09:25:27;22-03-2021 09:25:37
427;Passenger427;STO;2;22-03-2021 09:25:27;22-03-2021 09:25:37
428;Passenger428;STO;2;22-03-2021 09:25:27;22-03-2021 09:25:37
429;Passenger429;STO;2;22-03-2021 09:25:27;22-03-2021 09:25:37
430;Passenger430;STO;2;22-03-2021 09:25:27;22-03-2021 09:25:37
431;Passenger431;STO;2;22-03-2021 09:25:27;22-03-2021 09:25:37
432;Passenger432;STO;2;22-03-2021 09:25:27;22-03-2021 09:25:37
433;Passenger433;STO;2;22-03-2021 09:25:27;22-03-2021 09:25:37
434;Passenger434;STO;2;22-03-2021 09:25:27;22-03-2021 09:25:37
435;Passenger435;STO;2;22-03-2021 09:25:27;22-03-2021 09:25:37
436;Passenger436;STO;2;22-03-2021 09:25:27;22-03-2021 09:25:37
437;Passenger437;STO;2;22-03-2021 09:25:27;22-03-2021 09:25:37
438;Passenger438;STO;2;22-03-2021 09:25:27;22-03-2021 09:25:37
439;Passenger439;STO;2;22-03-2021 09:25:27;22-03-2021 09:25:37
440;Passenger440;CPH;3;22-03-2021 09:25:27;22-03-2021 09:25:37
441;Passenger441;CPH;3;22-03-2021 09:25:27;22-03-2021 09:25:37
442;Passenger442;CPH;3;22-03-2021 09:25:27;22-03-2021 09:25:37
443;Passenger443;CPH;3;22-03-2021 09:25:27;22-03-2021 09:25:37
444;Passenger444;CPH;3;22-03-2021 09:25:27;22-03-2021 09:25:37
445;Passenger445;CPH;3;22-03-2021 09:25:27;22-03-2021 09:25:37
446;Passenger446;CPH;3;22-03-2021 09:25:27;22-03-2021 09:25:37
447;Passenger447;CPH;3;22-03-2021 09:25:27;22-03-2021 09:25:37
448;Passenger448;CPH;3;22-03-2021 09:25:27;22-03-2021 09:25:37
449;Passenger449;CPH;3;22-03-2021 09:25:27;22-03-2021 09:25:37
450;Passenger450;CPH;3;22-03-2021 09:25:27;22-03-2021 09:25:37
451;Passenger451;CPH;3;22-03-2021 09:25:27;22-03-2021 09:25:37
452;Passenger452;CPH;3;22-03-2021 09:25:27;22-03-2021 09:25:37
453;Passenger453;CPH;3;22-03-2021 09:25:27;22-03-2021 09:25:37
454;Passenger454;CPH;3;22-03-2021 09:25:27;22-03-2021 09:25:37
455;Passenger455;CPH;3;22-03-2021 09:25:27;22-03-2021 09:25:37
456;Passenger456;CPH;3;22-03-2021 09:25:27;22-03-2021 09:25:37
457;Passenger457;CPH;3;22-03-2021 09:25:27;22-03-2021 09:25:37
458;Passenger458;CPH;3;22-03-2021 09:25:27;22-03-2021 09:25:37
459;Passenger459;CPH;3;22-03-2021 09:25:27;22-03-2021 09:25:37
460;Passenger460;CPH;3;22-03-2021 09:25:27;22-03-2021 09:25:37
461;Passenger461;CPH;3;22-03-2021 09:25:27;22-03-2021 09:25:37
462;Passenger462;LON;1;22-03-2021 09:25:37;22-03-2021 09:25:47
463;Passenger463;LON;1;22-03-2021 09:25:37;22-03-2021 09:25:47
464;Passenger464;LON;1;22-03-2021 09:25:37;22-03-2021 09:25:47
465;Passenger465;LON;1;22-03-2021 09:25:37;22-03-2021 09:25:47
466;Passenger466;LON;1;22-03-2021 09:25:37;22-03-2021 09:25:47
467;Passenger467;LON;1;22-03-2021 09:25:37;22-03-2021 09:25:47
468;Passenger468;LON;1;22-03-2021 09:25:37;22-03-2021 09:25:47
469;Passenger469;LON;1;22-03-2021 09:25:37;22-03-2021 09:25:47
470;Passenger470;LON;1;22-03-2021 09:25:37;22-03-2021 09:25:47
471;Passenger471;LON;1;22-03-2021 09:25:37;22-03-2021 09:25:47
472;Passenger472;LON;1;22-03-2021 09:25:37;22-03-2021 09:25:47
473;Passenger473;LON;1;22-03-2021 09:25:37;22-03-2021 09:25:47
474;Passenger474;LON;1;22-03-2021 09:25:37;22-03-2021 09:25:47
475;Passenger475;LON;1;22-03-2021 09:25:37;22-03-2021 09:25:47
476;Passenger476;LON;1;22-03-2021 09:25:37;22-03-2021 09:25:47
477;Passenger477;LON;1;22-03-2021 09:25:37;22-03-2021 09:25:47
478;Passenger478;LON;1;22-03-2021 09:25:37;22-03-2021 09:25:47
479;Passenger479;LON;1;22-03-2021 09:25:37;22-03-2021 09:25:47
480;Passenger480;LON;1;22-03-2021 09:25:37;22-03-2021 09:25:47
481;Passenger481;LON;1;22-03-2021 09:25:37;22-03-2021 09:25:47
482;Passenger482;LON;1;22-03-2021 09:25:37;22-03-2021 09:25:47
483;Passenger483;LON;1;22-03-2021 09:25:37;22-03-2021 09:25:47
484;Passenger484;STO;2;22-03-2021 09:25:37;22-03-2021 09:25:47
485;Passenger485;STO;2;22-03-2021 09:25:37;22-03-2021 09:25:47
486;Passenger486;STO;2;22-03-2021 09:25:37;22-03-2021 09:25:47
487;Passenger487;STO;2;22-03-2021 09:25:37;22-03-2021 09:25:47
488;Passenger488;STO;2;22-03-2021 09:25:37;22-03-2021 09:25:47
489;Passenger489;STO;2;22-03-2021 09:25:37;22-03-2021 09:25:47
490;Passenger490;STO;2;22-03-2021 09:25:37;22-03-2021 09:25:47
491;Passenger491;STO;2;22-03-2021 09:25:37;22-03-2021 09:25:47
492;Passenger492;STO;2;22-03-2021 09:25:37;22-03-2021 09:25:47
493;Passenger493;STO;2;22-03-2021 09:25:37;22-03-2021 09:25:47
494;Passenger494;STO;2;22-03-2021 09:25:37;22-03-2021 09:25:47
495;Passenger495;STO;2;22-03-2021 09:25:37;22-03-2021 09:25:47
496;Passenger496;STO;2;22-03-2021 09:25:37;22-03-2021 09:25:47
497;Passenger497;STO;2;22-03-2021 09:25:37;22-03-2021 09:25:47
498;Passenger498;STO;2;22-03-2021 09:25:37;22-03-2021 09:25:47
499;Passenger499;STO;2;22-03-2021 09:25:37;22-03-2021 09:25:47
500;Passenger500;STO;2;22-03-2021 09:25:37;22-03-2021 09:25:47
501;Passenger501;STO;2;22-03-2021 09:25:37;22-03-2021 09:25:47
502;Passenger502;STO;2;22-03-2021 09:25:37;22-03-2021 09:25:47
503;Passenger503;STO;2;22-03-2021 09:25:37;22-03-2021 09:25:47
504;Passenger504;STO;2;22-03-2021 09:25:37;22-03-2021 09:25:47
505;Passenger505;STO;2;22-03-2021 09:25:37;22-03-2021 09:25:47
506;Passenger506;CPH;3;22-03-2021 09:25:37;22-03-2021 09:25:47
507;Passenger507;CPH;3;22-03-2021 09:25:37;22-03-2021 09:25:47
508;Passenger508;CPH;3;22-03-2021 09:25:37;22-03-2021 09:25:47
509;Passenger509;CPH;3;22-03-2021 09:25:37;22-03-2021 09:25:47
510;Passenger510;CPH;3;22-03-2021 09:25:37;22-03-2021 09:25:47
511;Passenger511;CPH;3;22-03-2021 09:25:37;22-03-2021 09:25:47
512;Passenger512;CPH;3;22-03-2021 09:25:37;22-03-2021 09:25:47
513;Passenger513;CPH;3;22-03-2021 09:25:37;22-03-2021 09:25:47
514;Passenger514;CPH;3;22-03-2021 09:25:37;22-03-2021 09:25:47
515;Passenger515;CPH;3;22-03-2021 09:25:37;22-03-2021 09:25:47
516;Passenger516;CPH;3;22-03-2021 09:25:37;22-03-2021 09:25:47
517;Passenger517;CPH;3;22-03-2021 09:25:37;22-03-2021 09:25:47
518;Passenger518;CPH;3;22-03-2021 09:25:37;22-03-2021 09:25:47
519;Passenger519;CPH;3;22-03-2021 09:25:37;22-03-2021 09:25:47
520;Passenger520;CPH;3;22-03-2021 09:25:37;22-03-2021 09:25:47
521;Passenger521;CPH;3;22-03-2021 09:25:37;22-03-2021 09:25:47
522;Passenger522;CPH;3;22-03-2021 09:25:37;22-03-2021 09:25:47
523;Passenger523;CPH;3;22-03-2021 09:25:37;22-03-2021 09:25:47
524;Passenger524;CPH;3;22-03-2021 09:25:37;22-03-2021 09:25:47
525;Passenger525;CPH;3;22-03-2021 09:25:37;22-03-2021 09:25:47
526;Passenger526;CPH;3;22-03-2021 09:25:37;22-03-2021 09:25:47
527;Passenger527;CPH;3;22-03-2021 09:25:37;22-03-2021 09:25:47
528;Passenger528;LON;1;22-03-2021 09:25:47;22-03-2021 09:25:57
529;Passenger529;LON;1;22-03-2021 09:25:47;22-03-2021 09:25:57
530;Passenger530;LON;1;22-03-2021 09:25:47;22-03-2021 09:25:57
531;Passenger531;LON;1;22-03-2021 09:25:47;22-03-2021 09:25:57
532;Passenger532;LON;1;22-03-2021 09:25:47;22-03-2021 09:25:57
533;Passenger533;LON;1;22-03-2021 09:25:47;22-03-2021 09:25:57
534;Passenger534;LON;1;22-03-2021 09:25:47;22-03-2021 09:25:57
535;Passenger535;LON;1;22-03-2021 09:25:47;22-03-2021 09:25:57
536;Passenger536;LON;1;22-03-2021 09:25:47;22-03-2021 09:25:57
537;Passenger537;LON;1;22-03-2021 09:25:47;22-03-2021 09:25:57
538;Passenger538;LON;1;22-03-2021 09:25:47;22-03-2021 09:25:57
539;Passenger539;LON;1;22-03-2021 09:25:47;22-03-2021 09:25:57
540;Passenger540;LON;1;22-03-2021 09:25:47;22-03-2021 09:25:57
541;Passenger541;LON;1;22-03-2021 09:25:47;22-03-2021 09:25:57
542;Passenger542;LON;1;22-03-2021 09:25:47;22-03-2021 09:25:57
543;Passenger543;LON;1;22-03-2021 09:25:47;22-03-2021 09:25:57
544;Passenger544;LON;1;22-03-2021 09:25:47;22-03-2021 09:25:57
545;Passenger545;LON;1;22-03-2021 09:25:47;22-03-2021 09:25:57
546;Passenger546;LON;1;22-03-2021 09:25:47;22-03-2021 09:25:57
547;Passenger547;LON;1;22-03-2021 09:25:47;22-03-2021 09:25:57
548;Passenger548;LON;1;22-03-2021 09:25:47;22-03-2021 09:25:57
549;Passenger549;LON;1;22-03-2021 09:25:47;22-03-2021 09:25:57
550;Passenger550;STO;2;22-03-2021 09:25:47;22-03-2021 09:25:57
551;Passenger551;STO;2;22-03-2021 09:25:47;22-03-2021 09:25:57
552;Passenger552;STO;2;22-03-2021 09:25:47;22-03-2021 09:25:57
553;Passenger553;STO;2;22-03-2021 09:25:47;22-03-2021 09:25:57
554;Passenger554;STO;2;22-03-2021 09:25:47;22-03-2021 09:25:57
555;Passenger555;STO;2;22-03-2021 09:25:47;22-03-2021 09:25:57
556;Passenger556;STO;2;22-03-2021 09:25:47;22-03-2021 09:25:57
557;Passenger557;STO;2;22-03-2021 09:25:47;22-03-2021 09:25:57
558;Passenger558;STO;2;22-03-2021 09:25:47;22-03-2021 09:25:57
559;Passenger559;STO;2;22-03-2021 09:25:47;22-03-2021 09:25:57
560;Passenger560;STO;2;22-03-2021 09:25:47;22-03-2021 09:25:57
561;Passenger561;STO;2;22-03-2021 09:25:47;22-03-2021 09:25:57
562;Passenger562;STO;2;22-03-2021 09:25:47;22-03-2021 09:25:57
563;Passenger563;STO;2;22-03-2021 09:25:47;22-03-2021 09:25:57
564;Passenger564;STO;2;22-03-2021 09:25:47;22-03-2021 09:25:57
565;Passenger565;STO;2;22-03-2021 09:25:47;22-03-2021 09:25:57
566;Passenger566;STO;2;22-03-2021 09:25:47;22-03-2021 09:25:57
567;Passenger567;STO;2;22-03-2021 09:25:47;22-03-2021 09:25:57
568;Passenger568;STO;2;22-03-2021 09:25:47;22-03-2021 09:25:57
569;Passenger569;STO;2;22-03-2021 09:25:47;22-03-2021 09:25:57
570;Passenger570;STO;2;22-03-2021 09:25:47;22-03-2021 09:25:57
571;Passenger571;STO;2;22-03-2021 09:25:47;22-03-2021 09:25:57
572;Passenger572;CPH;3;22-03-2021 09:25:47;22-03-2021 09:25:57
573;Passenger573;CPH;3;22-03-2021 09:25:47;22-03-2021 09:25:57
574;Passenger574;CPH;3;22-03-2021 09:25:47;22-03-2021 09:25:57
575;Passenger575;CPH;3;22-03-2021 09:25:47;22-03-2021 09:25:57
576;Passenger576;CPH;3;22-03-2021 09:25:47;22-03-2021 09:25:57
577;Passenger577;CPH;3;22-03-2021 09:25:47;22-03-2021 09:25:57
578;Passenger578;CPH;3;22-03-2021 09:25:47;22-03-2021 09:25:57
579;Passenger579;CPH;3;22-03-2021 09:25:47;22-03-2021 09:25:57
580;Passenger580;CPH;3;22-03-2021 09:25:47;22-03-2021 09:25:57
581;Passenger581;CPH;3;22-03-2021 09:25:47;22-03-2021 09:25:57
582;Passenger582;CPH;3;22-03-2021 09:25:47;22-03-2021 09:25:57
583;Passenger583;CPH;3;22-03-2021 09:25:47;22-03-2021 09:25:57
584;Passenger584;CPH;3;22-03-2021 09:25:47;22-03-2021 09:25:57
585;Passenger585;CPH;3;22-03-2021 09:25:47;22-03-2021 09:25:57
586;Passenger586;CPH;3;22-03-2021 09:25:47;22-03-2021 09:25:57
587;Passenger587;CPH;3;22-03-2021 09:25:47;22-03-2021 09:25:57
588;Passenger588;CPH;3;22-03-2021 09:25:47;22-03-2021 09:25:57
589;Passenger589;CPH;3;22-03-2021 09:25:47;22-03-2021 09:25:57
590;Passenger590;CPH;3;22-03-2021 09:25:47;22-03-2021 09:25:57
591;Passenger591;CPH;3;22-03-2021 09:25:47;22-03-2021 09:25:57
592;Passenger592;CPH;3;22-03-2021 09:25:47;22-03-2021 09:25:57
593;Passenger593;CPH;3;22-03-2021 09:25:47;22-03-2021 09:25:57
594;Passenger594;LON;1;22-03-2021 09:25:57;22-03-2021 09:26:07
595;Passenger595;LON;1;22-03-2021 09:25:57;22-03-2021 09:26:07
596;Passenger596;LON;1;22-03-2021 09:25:57;22-03-2021 09:26:07
597;Passenger597;LON;1;22-03-2021 09:25:57;22-03-2021 09:26:07
598;Passenger598;LON;1;22-03-2021 09:25:57;22-03-2021 09:26:07
599;Passenger599;LON;1;22-03-2021 09:25:57;22-03-2021 09:26:07
600;Passenger600;LON;1;22-03-2021 09:25:57;22-03-2021 09:26:07
601;Passenger601;LON;1;22-03-2021 09:25:57;22-03-2021 09:26:07
602;Passenger602;LON;1;22-03-2021 09:25:57;22-03-2021 09:26:07
603;Passenger603;LON;1;22-03-2021 09:25:57;22-03-2021 09:26:07
604;Passenger604;LON;1;22-03-2021 09:25:57;22-03-2021 09:26:07
605;Passenger605;LON;1;22-03-2021 09:25:57;22-03-2021 09:26:07
606;Passenger606;LON;1;22-03-2021 09:25:57;22-03-2021 09:26:07
607;Passenger607;LON;1;22-03-2021 09:25:57;22-03-2021 09:26:07
608;Passenger608;LON;1;22-03-2021 09:25:57;22-03-2021 09:26:07
609;Passenger609;LON;1;22-03-2021 09:25:57;22-03-2021 09:26:07
610;Passenger610;LON;1;22-03-2021 09:25:57;22-03-2021 09:26:07
611;Passenger611;LON;1;22-03-2021 09:25:57;22-03-2021 09:26:07
612;Passenger612;LON;1;22-03-2021 09:25:57;22-03-2021 09:26:07
613;Passenger613;LON;1;22-03-2021 09:25:57;22-03-2021 09:26:07
614;Passenger614;LON;1;22-03-2021 09:25:57;22-03-2021 09:26:07
615;Passenger615;LON;1;22-03-2021 09:25:57;22-03-2021 09:26:07
616;Passenger616;STO;2;22-03-2021 09:25:57;22-03-2021 09:26:07
617;Passenger617;STO;2;22-03-2021 09:25:57;22-03-2021 09:26:07
618;Passenger618;STO;2;22-03-2021 09:25:57;22-03-2021 09:26:07
619;Passenger619;STO;2;22-03-2021 09:25:57;22-03-2021 09:26:07
620;Passenger620;STO;2;22-03-2021 09:25:57;22-03-2021 09:26:07
621;Passenger621;STO;2;22-03-2021 09:25:57;22-03-2021 09:26:07
622;Passenger622;STO;2;22-03-2021 09:25:57;22-03-2021 09:26:07
623;Passenger623;STO;2;22-03-2021 09:25:57;22-03-2021 09:26:07
624;Passenger624;STO;2;22-03-2021 09:25:57;22-03-2021 09:26:07
625;Passenger625;STO;2;22-03-2021 09:25:57;22-03-2021 09:26:07
626;Passenger626;STO;2;22-03-2021 09:25:57;22-03-2021 09:26:07
627;Passenger627;STO;2;22-03-2021 09:25:57;22-03-2021 09:26:07
628;Passenger628;STO;2;22-03-2021 09:25:57;22-03-2021 09:26:07
629;Passenger629;STO;2;22-03-2021 09:25:57;22-03-2021 09:26:07
630;Passenger630;STO;2;22-03-2021 09:25:57;22-03-2021 09:26:07
631;Passenger631;STO;2;22-03-2021 09:25:57;22-03-2021 09:26:07
632;Passenger632;STO;2;22-03-2021 09:25:57;22-03-2021 09:26:07
633;Passenger633;STO;2;22-03-2021 09:25:57;22-03-2021 09:26:07
634;Passenger634;STO;2;22-03-2021 09:25:57;22-03-2021 09:26:07
635;Passenger635;STO;2;22-03-2021 09:25:57;22-03-2021 09:26:07
636;Passenger636;STO;2;22-03-2021 09:25:57;22-03-2021 09:26:07
637;Passenger637;STO;2;22-03-2021 09:25:57;22-03-2021 09:26:07
638;Passenger638;CPH;3;22-03-2021 09:25:57;22-03-2021 09:26:07
639;Passenger639;CPH;3;22-03-2021 09:25:57;22-03-2021 09:26:07
640;Passenger640;CPH;3;22-03-2021 09:25:57;22-03-2021 09:26:07
641;Passenger641;CPH;3;22-03-2021 09:25:57;22-03-2021 09:26:07
642;Passenger642;CPH;3;22-03-2021 09:25:57;22-03-2021 09:26:07
643;Passenger643;CPH;3;22-03-2021 09:25:57;22-03-2021 09:26:07
644;Passenger644;CPH;3;22-03-2021 09:25:57;22-03-2021 09:26:07
645;Passenger645;CPH;3;22-03-2021 09:25:57;22-03-2021 09:26:07
646;Passenger646;CPH;3;22-03-2021 09:25:57;22-03-2021 09:26:07
647;Passenger647;CPH;3;22-03-2021 09:25:57;22-03-2021 09:26:07
648;Passenger648;CPH;3;22-03-2021 09:25:57;22-03-2021 09:26:07
649;Passenger649;CPH;3;22-03-2021 09:25:57;22-03-2021 09:26:07
650;Passenger650;CPH;3;22-03-2021 09:25:57;22-03-2021 09:26:07
651;Passenger651;CPH;3;22-03-2021 09:25:57;22-03-2021 09:26:07
652;Passenger652;CPH;3;22-03-2021 09:25:57;22-03-2021 09:26:07
653;Passenger653;CPH;3;22-03-2021 09:25:57;22-03-2021 09:26:07
654;Passenger654;CPH;3;22-03-2021 09:25:57;22-03-2021 09:26:07
655;Passenger655;CPH;3;22-03-2021 09:25:57;22-03-2021 09:26:07
656;Passenger656;CPH;3;22-03-2021 09:25:57;22-03-2021 09:26:07
657;Passenger657;CPH;3;22-03-2021 09:25:57;22-03-2021 09:26:07
658;Passenger658;CPH;3;22-03-2021 09:25:57;22-03-2021 09:26:07
659;Passenger659;CPH;3;22-03-2021 09:25:57;22-03-2021 09:26:07
